price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,grade,sqft_above,sqft_living15,yr_built
621500,3,1.75,2570,39634,2,0,8,2570,2990,34
203000,3,1.5,1370,7500,1,0,7,1080,1400,60
222900,2,1,860,5800,1,0,5,860,900,76
453000,2,1.5,1680,17400,1.5,0,7,1680,1610,27
190000,1,0.75,930,29258,1,0,6,930,2000,77
320000,4,1.75,1820,7381,1,0,7,1150,1610,56
733500,3,1.5,2120,4370,1.5,0,8,2120,1960,114
555000,4,2.25,3330,21785,2,0,9,3330,3330,24
364950,3,2.25,2520,6170,2,0,7,1850,2260,15
490000,3,1.75,1560,9247,1,0,7,1160,1690,29
688000,5,1.75,2250,13526,1,0,8,1350,2580,61
165000,2,1,640,7768,1,0,6,640,840,76
506000,5,3.75,3880,8370,2,0,7,3880,2160,14
2.19E+06,3,2.25,3360,7108,2,0,10,2770,3450,113
754000,5,1.75,2350,7800,1,0,8,1510,2220,50
949950,5,2.5,2340,1989,2,1,8,2340,2200,59
443600,3,2.5,1430,1056,3,0,8,1430,1310,15
380600,3,2.5,1920,12244,2,0,7,1920,1920,20
722800,3,3.25,4330,14600,2,0,10,3630,3220,33
342888,2,1,790,5150,1,0,6,790,1460,70
555000,4,1.75,2350,5946,1,0,8,1350,2060,61
613000,3,2.5,1350,3068,2,0,7,1350,1900,27
480000,3,2,1470,10052,1,0,8,1470,1480,62
619500,6,1.5,1680,5202,1.5,0,7,1680,1890,107
437000,4,2.5,1890,8505,1,0,8,1290,1720,38
621000,4,2.5,2030,9905,1,0,8,2030,2130,59
810000,4,1.75,1760,4080,1.5,0,8,1760,1760,112
415000,3,2.25,1950,8868,1,0,7,1350,1300,54
250000,4,1,1440,7404,1,0,6,1080,1620,100
585000,3,1.5,2230,6000,1,0,8,1260,2120,50
220000,3,1,1180,5002,1.5,0,7,1180,1470,72
580000,5,2.5,2500,11900,1,0,7,1400,2820,55
1.32E+06,3,2.75,2680,20104,1,0,9,1820,3060,54
675000,4,2.5,2040,9225,1,0,8,1610,1730,50
695000,4,2.75,2660,7389,2,0,9,2660,2820,16
915000,5,2.75,2580,7630,1,0,7,1730,2040,64
375000,3,1,1000,6947,1,0,7,1000,1000,71
500000,3,1.5,1330,1265,2,0,8,1140,1330,10
335000,2,2,1420,5185,1,0,7,1420,2140,14
170000,2,1,1280,21750,1.5,0,6,1280,1520,106
320900,5,2.5,2200,8500,1,0,7,1400,1360,47
508000,3,1.75,1800,8462,1,0,8,1440,2210,40
228950,3,1.75,1200,9085,1,0,7,1200,1200,50
433000,4,2,1840,4760,1.5,0,6,1080,1170,89
267500,2,1,960,5150,1,0,6,960,1010,67
910000,4,1.5,2890,9000,2,0,8,2090,2550,79
370000,3,1.75,1290,10117,1,0,7,1290,1770,34
320000,2,1,1140,3834,1.5,0,6,1140,1190,107
660000,3,1.75,1750,5200,1,0,8,1750,2060,62
787888,4,2.25,2580,21115,2,0,9,2580,2690,41
329000,4,2.5,2650,5880,2,0,9,2650,2610,13
602000,2,1,1470,6398,1,0,7,970,1950,77
375000,3,2,1640,9750,1,0,7,1640,1340,59
212000,1,1,620,7620,1,0,6,620,1160,92
224000,3,1.5,1440,8370,1,0,7,1440,1440,41
315500,3,2,1160,10079,1,0,7,1160,1130,32
350000,2,1,1070,2880,1,0,7,1070,2030,116
389000,6,4.5,3560,14010,2,0,7,3560,1710,29
285000,3,1.75,1720,13104,1,0,7,1720,1840,56
425000,3,1.75,1530,9800,1,0,8,1530,1660,60
190000,3,1.75,1270,7875,1,0,7,1270,1830,38
374000,3,1.75,1510,18439,1,0,7,1510,1600,47
292000,2,1,880,5500,1,0,6,880,1080,114
475000,5,1.75,2020,5100,1.5,0,7,1320,1130,107
546500,3,2.5,1410,2675,1,0,7,820,1410,33
82000,3,1,860,10426,1,0,6,860,1140,64
219900,3,1,860,10426,1,0,6,860,1140,64
440000,3,1,1210,5750,1.5,0,7,1210,1160,108
400000,3,2.5,2090,32718,2,1,7,1550,1200,99
453000,3,1.75,1430,20193,1,0,7,1430,2140,63
330000,6,3.25,2120,6893,1,0,7,1060,1380,35
359950,3,2.75,2540,8604,2,0,8,2540,2260,27
616000,4,2.5,2490,12929,2,0,9,2490,2440,35
245000,2,1,670,2356,1,0,6,670,1220,58
296000,2,2,1320,2040,3,0,7,1320,1430,21
193000,2,1,950,9000,1,0,6,950,1000,94
456000,3,2,1870,8442,1.5,0,7,1060,1640,91
480000,4,1.75,1840,9250,1,0,7,980,1520,62
382000,3,3.25,1410,1253,3,0,8,1410,1410,13
650000,2,1,1050,2542,1,0,7,880,1620,114
431750,2,2,1400,10052,1,0,8,1400,1400,61
419900,3,2.5,1630,1755,2,0,8,1320,1920,21
315000,3,2,1900,9513,1,0,8,1900,1790,23
597500,4,3,1890,35280,1,0,9,1510,2730,39
615000,3,2.5,2980,43301,1,0,8,1930,2890,40
605000,4,3.25,2885,33671,2,0,8,2885,1910,34
220000,3,2.5,1980,11900,2,0,8,1980,2130,28
340000,4,2.5,3020,8750,1,0,8,1710,1900,58
620000,4,2.5,2980,210395,2,0,9,2980,2530,17
602000,5,1.75,3290,11900,1.5,0,8,3290,2210,45
575000,3,1.75,1580,11750,1,0,7,1180,2150,67
285000,3,2.5,2090,10834,1,0,8,1360,1750,31
306500,3,1.5,1100,8140,1,0,7,1100,1430,53
325000,3,2.5,1870,3480,2,0,7,1870,2160,16
623000,3,2.75,2390,21804,1,0,8,1450,2390,45
256500,3,2,1320,8568,1,0,7,1320,1600,25
473000,5,3.5,3430,6872,2,0,10,2830,3650,16
549000,3,2.5,2250,9235,2,0,8,2250,2290,33
305000,3,1,1710,19115,1,0,6,1710,1650,32
317000,4,2.5,2160,8049,2,0,9,2160,2490,30
450000,3,1.75,1400,13775,1,0,8,1400,2200,55
225000,2,2.5,1560,5333,1,0,5,780,1010,71
500000,5,2,2300,7897,2.5,0,8,2300,2030,62
207000,2,1,820,4860,1,0,6,820,1240,63
474900,3,1,1630,8308,1.5,0,7,1630,1170,70
515000,3,2.5,2010,7200,2,0,8,2010,1970,24
542000,4,1,1540,5000,1.5,0,7,1090,1590,96
725000,4,2.75,2420,10962,1,0,8,1530,2620,41
314950,3,2.5,1690,4533,2,0,7,1690,1830,15
375000,3,2,1410,10078,1,0,6,1410,2090,35
500000,3,1.75,1640,47044,1,0,7,1640,2280,29
689000,3,1.75,2200,9840,1,0,8,1500,2410,40
525000,3,2.25,1290,1182,2,0,8,1000,1300,12
360000,3,1.5,1060,6232,1,0,7,1060,1120,50
425000,3,1,1240,5750,1,0,6,1240,1240,70
239950,2,1,1280,5500,1,0,7,1280,1270,69
577500,2,2.5,2330,3000,2,0,8,2330,1760,103
615000,3,1.75,2360,7291,1,0,8,1360,1860,70
516000,4,2.75,2210,10800,1,0,8,1170,2210,21
1.22E+06,4,2.75,3670,15400,2,0,10,3670,3370,32
1.66E+06,4,3.5,3080,4815,2,0,10,2300,2910,81
315000,2,1,770,6731,1,0,6,770,1120,75
250000,4,2,2600,9000,1,0,8,1410,2600,59
250000,4,1.5,1220,4900,1,0,6,1220,1410,76
925000,4,2.5,2910,48351,1,0,8,1910,2760,51
358000,3,1,1150,4681,1,0,7,1150,1150,63
262000,3,2.5,1700,6200,2,0,8,1700,1720,21
500000,3,1.75,1220,7370,1,0,7,1220,1580,54
1.30E+06,5,1,1670,6400,1.5,0,8,1670,1910,99
500000,3,1.75,2420,65501,2,0,8,2420,2970,34
675000,3,2.25,2610,9002,2,0,9,2610,2320,30
235000,3,1,960,5030,1,0,7,960,1460,63
545000,3,1,960,5030,1,0,7,960,1460,63
350000,3,1,1010,9360,1,0,6,1010,1470,37
320000,2,2.25,1550,1827,2,0,8,1550,1420,10
452000,5,2.5,5067,13315,1,0,9,3154,2860,50
875000,3,2,2350,6000,1.5,0,8,1990,2010,96
325000,3,1.5,1310,2998,2,0,7,1310,1310,20
756000,4,2.25,2160,5600,1,0,7,1080,1850,71
319000,4,2.5,2510,7992,1,0,8,1610,2030,40
455000,3,1.75,890,3800,1.5,0,7,750,1280,92
330000,2,1,1129,3840,1,0,7,1129,1300,65
510000,4,3.25,1980,9988,1,0,8,1340,1980,38
532000,3,1,2360,5012,1,0,7,1560,1690,54
775000,3,2.5,2480,5007,2,0,8,1960,1650,4
410000,3,1.75,2160,4000,1,0,7,1080,1260,65
205000,2,1.75,1740,5100,1,0,6,580,1440,103
585000,4,2.5,2430,6766,2,0,8,2430,1820,19
255000,2,1.75,1950,8200,1,0,8,1950,2370,43
415000,2,1,910,3750,1,0,7,910,1160,114
459000,4,2,2360,7080,1,0,6,1180,1340,93
354000,3,1,1130,11250,1,0,7,1130,1410,53
587000,3,2.5,2150,5193,2,0,8,2150,2150,23
782000,4,3.5,5270,53428,2,0,10,3440,2340,14
570000,3,1.5,1300,7287,1,0,7,1300,1300,53
414500,3,1,1050,6002,1,0,7,840,1180,77
185000,4,1,1380,6700,1,0,7,1190,1380,90
262500,3,1.5,1610,10291,1,0,7,1610,1410,57
370000,4,2.75,3150,67518,1,0,9,2250,2210,53
362500,3,1,1520,9507,1,0,7,1520,1360,64
536000,3,2.5,1990,7397,2,0,9,1990,2210,25
425000,5,2,2500,7804,1.5,0,7,1570,1170,97
435000,3,2.25,1890,7200,1,0,7,1230,1970,45
435000,5,2,1840,9240,1,0,7,1540,1200,76
400000,2,1,1220,6300,1,0,7,760,1850,76
446000,2,1.5,1370,1221,2,0,8,1080,1560,10
1.25E+06,3,2.5,2710,13120,1,0,10,2710,3130,59
300000,3,2.25,1760,5421,2,0,7,1760,1570,27
404500,2,1,800,5080,1,0,7,800,1560,80
910000,4,2.5,3530,49222,2,0,9,3530,3750,32
771000,3,2.25,1780,6120,1.5,0,9,1390,1960,91
335000,4,2.5,2610,4781,2,0,8,2610,2583,9
390000,3,1.75,1850,15170,1,0,7,1850,1160,53
288000,3,2.25,1560,9706,1,0,7,1560,1510,55
403000,3,1.75,1270,10790,1,0,7,1270,1270,62
510000,3,2.25,1420,1309,3,0,8,1420,1500,12
751000,6,3,2880,6800,2,0,7,2880,1640,38
408000,3,1,1420,8000,1,0,7,1420,1780,68
1.01E+06,3,1,1640,12855,1.5,0,6,1500,2190,98
575000,3,2,1730,9030,1,0,7,1730,1470,62
330000,3,1.75,1250,8100,1,0,7,1250,1300,67
565000,3,2.25,1520,1221,3,0,8,1520,1550,5
456000,3,2.5,1820,2935,2,0,8,1820,1820,19
652500,4,2.5,2700,9122,2,0,9,2700,2500,28
582000,3,1.75,1820,3140,2,0,8,1820,2030,69
700000,4,2.5,2770,5686,2,0,9,2770,2910,14
235000,2,1,1270,9182,1.5,0,6,1270,1760,101
460000,3,1.75,1400,12155,1,0,7,1400,2540,41
475000,3,2.25,1820,8008,1,0,8,1240,2030,37
579000,2,2,1870,6275,1,0,8,1870,1670,15
507000,4,2,1360,2746,1.5,0,7,1360,1960,73
210000,3,2.5,1040,2643,2,0,7,720,1540,14
359500,4,2.75,2140,10316,2,0,8,2140,1920,25
248000,3,1.75,1330,9831,1,0,7,1330,1330,31
239300,3,1,1070,5750,1,0,7,1070,1420,66
315000,3,2.25,1370,1533,3,0,8,1370,1370,9
970000,4,3,3510,12410,2,0,9,3510,3000,42
510000,3,1.5,1730,6240,1,0,8,1000,1620,64
418000,4,1.5,1550,9176,1,0,7,1000,1730,62
699000,4,2.5,3280,27441,2,0,9,3280,3200,22
871000,4,2.5,2150,8536,1,0,8,1400,2800,51
515000,3,1.75,1580,9147,1,0,7,1210,2600,51
400000,3,1,1460,43000,1,0,7,1460,2250,66
445000,3,1.75,1410,5100,1,0,7,1110,1600,64
1.11E+06,4,2.75,3090,6600,1,0,9,1800,2380,62
212000,3,1.5,1690,9600,1,0,7,1210,1450,42
710000,4,2.5,2870,11304,2,0,9,2870,2690,38
225800,4,1,1100,7110,1,0,7,880,1150,111
520000,3,1.75,2310,36665,1,0,8,1580,2000,35
1.30E+06,5,3.75,3490,15246,1,0,10,1940,3410,50
248000,4,2,2080,13510,1,0,7,1040,2010,68
556000,4,2.5,2230,7200,1,0,7,1220,1920,61
319950,5,1.75,1710,11900,1,0,7,1070,1030,60
320000,4,2.75,1640,3000,1,0,7,1000,1150,34
245000,3,2.5,1600,2788,2,0,7,1600,1720,26
700000,3,2.5,2850,36585,2,0,10,2850,3340,31
628000,5,2.75,2600,8160,2,0,8,2600,1600,3
640000,3,2,1380,4800,1,0,7,1380,1740,70
420000,4,1.75,1320,4978,1,0,7,940,1260,76
349950,3,2.5,1420,1162,3,0,8,1420,1430,16
307999,4,2.75,2420,8438,2,0,8,2420,2420,22
749950,4,2.75,2600,6050,2,0,8,1960,1990,69
290000,2,1,840,3844,1,0,6,840,1040,99
235000,3,1.75,1420,7920,1,0,7,1420,1420,56
225000,3,1,1790,6120,1,0,6,1790,830,81
302100,3,1,1790,6120,1,0,6,1790,830,81
520000,2,1,1340,6380,1,0,7,890,1380,79
285000,2,1,1010,7200,1,0,7,1010,1890,43
525000,3,2,1640,15258,1,0,8,1640,1640,37
374900,5,2.75,2980,8500,1,0,8,1540,2310,36
377500,3,2,1370,7200,1,0,7,1130,1300,92
587450,3,2.25,2190,8775,1.5,0,8,2190,1910,91
245000,3,2.25,1530,12000,1,0,7,1070,2140,39
200000,3,2,1290,5757,1,0,7,1290,1580,24
2.14E+06,4,3.75,5150,453895,2,0,11,4360,2500,21
607000,3,2.5,2470,9226,2,0,9,2470,2820,27
1.25E+06,1,1.25,1810,5070,1.5,1,8,1230,2280,51
549950,4,2.5,2230,14694,1,0,7,1180,1470,37
250000,3,3,2300,7701,1,0,7,2300,1570,58
525000,3,2.5,2030,6970,2,0,8,2030,2000,27
440000,3,1.75,2000,9900,1,0,8,1480,2310,61
425000,3,2.75,3610,107386,1.5,1,8,3130,2630,100
739900,5,2.5,3290,5029,2,0,8,3290,2990,14
315000,3,2,1300,3731,1,0,7,900,1300,25
340000,5,1,1880,3774,1.5,0,6,1360,1420,101
366000,4,2.75,2170,9743,2,0,7,2170,1670,23
315000,3,1.75,1680,7250,1,0,7,930,1340,66
299000,3,1.5,1190,9135,1,0,7,1190,1520,59
350000,2,1,940,5000,1,0,7,940,1800,68
340000,2,1.75,1010,1461,1,0,7,670,1500,15
460000,3,1.75,1290,8580,1,0,7,1290,1840,56
224000,3,1.5,1480,10588,1,0,7,1480,1370,61
140000,2,1,900,6400,1,0,6,900,1350,78
246000,4,2,1400,7632,1.5,0,6,1400,1400,88
330000,3,2.5,2040,14071,2,0,7,2040,1890,23
306000,3,1,1450,7200,1,0,7,1010,1500,49
324950,3,1,1210,7440,1,0,7,1210,1120,69
345000,2,1.5,1800,26615,1,0,7,1240,2010,31
207000,3,1,1490,8995,1,0,7,1490,1490,64
238000,3,1,1240,5700,1.5,0,6,1240,1140,65
695000,3,2,2632,18743,2,0,10,2632,1970,18
649950,3,2.5,2150,15304,2,0,9,2150,2540,39
515000,3,2.75,1710,9448,1,0,7,1010,1960,71
452000,3,2.5,1530,5032,2,0,7,1530,1450,20
236000,4,2.5,1630,3060,2,0,7,1630,1270,15
1.29E+06,4,3.5,4080,14450,2,0,12,3210,4080,20
563000,3,2.75,2340,16500,1,0,8,1500,2210,46
410988,3,1.75,1000,14061,1,0,7,1000,1260,51
339950,0,2.5,2290,8319,2,0,8,2290,2500,33
1.20E+06,4,2.5,3180,13118,2,0,11,3180,3070,32
340000,4,2.5,2170,19785,2,0,8,2170,2280,26
808100,4,3.25,3020,13457,1,0,9,3020,2120,62
236000,3,1.75,1330,6301,1,0,7,1330,1330,20
330000,4,1.75,1720,8300,1,0,8,1720,1840,53
799990,4,3.5,2540,5808,2,0,8,1820,1520,108
240000,0,2.5,1810,5669,2,0,7,1810,1810,15
343000,3,1,1410,18600,1,0,7,1410,1610,58
332000,3,2.5,1530,9406,1,0,7,1270,1700,25
945000,5,3.5,4380,14925,2,0,11,4380,4310,15
239950,3,1,1140,8366,1,0,6,1140,960,75
674000,5,1.75,2110,5000,1.5,0,7,1250,1720,72
200000,3,1,1050,5000,1,0,6,1050,1050,51
453000,3,1.75,1600,7232,1,0,8,1600,1970,52
330000,3,1.75,1430,8865,1,0,7,1430,1250,68
285000,4,2.5,1996,4547,2,0,7,1996,2180,9
338000,4,1.75,1530,8152,1,0,6,910,1310,70
264950,2,1,1000,6000,1,0,6,1000,1250,67
880000,4,2,2530,10800,1,0,8,1350,2960,64
209500,3,1.5,970,5488,1,0,7,970,1040,42
380000,4,2.5,2400,9398,1,0,7,1310,1330,60
336500,3,2,1830,12891,1,0,7,1830,2320,24
360000,3,2.25,2130,8466,1,0,7,1290,2250,35
911100,4,3.25,3330,33826,2,0,8,3330,2580,94
249900,2,1,560,7560,1,0,6,560,990,74
175000,4,1,1210,6250,1,0,7,1210,1210,56
549950,3,2.5,2380,2500,3,0,9,2380,2270,30
225000,3,1.75,1370,10866,1,0,6,1370,1580,73
270000,3,1.75,1370,10866,1,0,6,1370,1580,73
400000,3,2.25,1740,11040,2,0,8,1740,1720,38
299800,2,1,790,5240,1,0,6,790,1430,93
555000,3,2.5,2480,8676,2,0,8,2480,2540,29
230000,3,2.5,1920,9180,2,0,8,1920,1930,30
360000,4,2.5,2750,6259,2,0,9,2750,2810,16
415000,2,1,880,3200,1,0,7,880,1880,108
355000,4,1.75,2160,8000,1,0,9,1660,2350,42
635000,4,2.5,2570,27972,2,0,8,2570,2500,21
353000,5,2.75,2130,5000,1,0,7,1100,1340,40
999000,7,4,3150,34830,1,0,9,3150,2390,61
265000,3,1.5,1780,10196,1,0,7,1270,1320,51
250000,4,1.75,1910,8250,1,0,7,1910,1500,59
225000,2,1,1170,7142,1,0,7,1170,1170,67
553000,2,1,900,5000,1,0,7,900,1280,74
565000,5,2.5,2650,11455,1,0,7,1400,1960,57
312000,2,1,1170,5150,1,0,6,980,1660,111
475000,3,2.5,2630,185130,2,0,9,2630,2630,27
320000,4,2.75,2150,9163,1,0,8,1340,2260,26
453000,3,2,1430,9583,1,0,7,1430,1890,54
320000,3,1,960,6180,1,0,6,960,1250,108
610000,4,2.75,2640,8400,1,0,8,1440,2610,71
385000,3,1.5,1490,9630,1,0,8,1490,1960,59
215000,3,1.75,1210,8075,1,0,6,1210,1310,35
215000,4,1.5,1860,5040,1.5,0,8,1860,1680,98
415000,3,2.5,1980,4274,2,0,7,1980,2000,15
350000,1,1,900,6380,1,0,6,900,1830,71
395000,1,1,900,6380,1,0,6,900,1830,71
898000,2,1.75,1490,9874,1,0,7,1490,2280,55
480000,3,2.5,2980,7338,2,0,8,2980,3010,12
1.24E+06,3,2.5,2660,1973,3,0,9,1870,1640,11
599000,4,2.5,2790,230868,2,0,8,2790,1590,29
770000,4,3,2800,9127,2,0,9,2800,2780,19
1.21E+06,3,2.25,1590,8520,2,0,8,1590,2470,38
1.59E+06,4,2.25,3240,11131,1,0,9,2080,2300,65
880000,3,2,2130,35169,1,0,8,2130,2860,29
332000,3,2,1510,7884,1,0,6,1510,1050,76
445000,3,1.75,1750,7200,1,0,7,1750,1810,52
849000,4,2.75,4010,87555,2,0,10,4010,2451,14
752000,4,1.5,1650,2970,1.5,0,7,1650,1670,115
450000,9,7.5,4050,6504,2,0,7,4050,1448,22
420000,3,1,1320,5500,1,0,7,1320,1480,63
330000,4,2.5,2310,6320,2,0,8,2310,1850,21
409000,3,1.75,1440,9065,1,0,8,1440,1990,46
350000,5,1.75,2330,14322,1,0,7,1180,1690,50
570000,4,2.5,2430,44001,1,0,8,2430,2200,24
315000,3,1,1390,8333,1,0,7,1390,1320,36
224000,2,1,1150,15000,1,0,6,1060,1350,88
293550,4,1.75,2120,9706,1,0,7,1370,1730,53
350000,4,2.75,2300,3175,1.5,0,6,1340,1260,52
1.11E+06,4,2.5,3320,9380,2,0,10,3320,2870,30
442500,4,2.5,2400,7092,2,0,7,2400,2350,21
616500,3,2.5,3580,118047,1,0,9,3240,3240,26
506400,3,2.5,2100,9040,1,0,8,1700,2430,29
324000,3,2.25,1550,4411,2,0,7,1550,1620,17
169000,3,1.5,1570,6450,1.5,0,6,1570,1400,87
595000,3,2,1480,5000,1,0,7,750,1250,90
299900,3,2.5,2720,6014,2,0,7,2720,2760,16
332000,3,2.25,2270,8876,1,0,7,1380,2150,41
432000,4,1.75,2410,8400,1,0,7,1600,1850,40
510000,4,2.75,2730,9112,1,0,9,1740,3050,22
270000,3,2.5,1540,7739,2,0,7,1540,1720,32
750000,5,2.5,3120,15593,2,0,11,3120,3390,32
509250,2,1.5,1480,3120,1,0,7,930,1000,104
189000,3,1,860,5200,1,0,6,860,1010,49
726500,4,2.5,2180,3893,2,0,8,2180,1710,19
287000,3,2,1300,11374,1.5,0,7,1300,1480,85
679000,4,3.5,3420,49223,2,0,9,3420,3580,14
316000,3,2.25,2130,8721,1,0,8,1570,2130,31
498000,4,2.5,2300,22445,2,0,8,2300,2640,26
448000,4,1.75,2560,8270,1,0,7,1480,2320,39
535000,2,1,1040,5527,1,0,7,1040,2080,67
560000,4,3,3080,9601,2,0,10,3080,3200,28
437850,4,2.25,2670,14255,1,0,8,1610,2470,43
435000,4,2.75,3270,50994,2,0,8,2720,2780,35
510000,4,2.5,2610,8031,2,0,8,2610,2320,20
520000,3,2.5,2460,54885,2,0,8,2460,2770,38
509000,2,1.5,1930,3521,2,0,8,1930,1840,29
575000,3,1,1220,5652,1,0,6,1220,1490,113
365000,4,2.5,2030,7210,1,0,7,1330,1980,49
795000,3,2,2420,17859,1,0,9,1500,2955,39
285000,3,2.5,1870,4060,2,0,7,1870,2190,13
955000,3,2.25,3020,43560,2,0,10,2720,3910,49
775000,4,2.5,2880,8400,2,0,8,2050,2880,63
400000,4,3,1810,5012,2,0,7,1810,1670,21
570000,4,2.5,2590,8483,2,0,9,2590,2660,27
955990,5,3.25,3830,6507,2,0,9,3830,3950,4
1.15E+06,3,2.25,3250,34848,1,0,10,2260,2770,12
459950,4,2,2760,21465,1,0,9,2120,2550,39
245000,2,1.75,1220,8382,1,0,6,1220,1100,76
281000,3,1.5,1280,974,3,0,7,1280,1420,15
205000,3,0.75,770,7000,1,0,4,770,950,76
290000,3,1.75,1520,15090,1,0,7,1520,1580,50
635000,4,2.5,2080,11176,1,0,8,2080,1390,64
310000,1,1,570,6000,1,0,5,570,1530,100
470000,4,2,1500,3659,1,0,7,830,1560,112
600000,2,2.5,2510,14878,2,0,10,2510,3080,28
279000,4,2,1980,10051,1,0,7,1980,1520,49
538500,3,3.5,2500,4270,2,0,8,2500,2420,18
594950,4,2.5,2720,10006,2,0,9,2720,2720,29
533050,2,1,910,295772,1,0,5,910,2050,65
510000,3,1.75,1480,7040,1,0,7,1480,2040,44
360000,4,2.25,2470,8686,1,0,7,1270,1900,44
435000,2,1,1650,5106,1,0,7,1090,1300,58
559000,3,1.75,1700,6500,1,0,8,1700,1880,51
645000,2,1.5,1995,115670,1.5,0,8,1995,2142,27
340000,2,1,1280,9690,1,0,6,640,1630,99
565000,4,2.5,2980,10459,2,0,9,2980,2920,17
575700,3,1.75,1730,6130,1,0,7,1480,1730,77
1.01E+06,3,3.25,2420,1923,2,0,10,1840,1840,12
540500,3,2,2800,185130,1,0,8,2320,2200,22
265000,5,4,1400,8580,1,0,7,900,1220,64
699950,4,2,2070,7830,1,0,7,1180,2390,77
355000,1,1.75,750,20339,1,0,4,550,2020,72
381000,3,1.5,1460,11407,1,0,7,1460,1470,64
564000,5,2.25,2140,8700,1,0,8,1220,1720,56
114975,2,1,740,6250,1,0,6,740,980,76
325000,1,0.75,410,8636,1,0,4,410,1190,65
299990,2,1,1570,125452,1,0,7,1570,1660,65
751000,5,2.75,2860,5280,2,0,9,2860,3150,12
425000,3,2.25,1400,6970,2,0,8,1400,1800,34
665000,3,1.75,2700,5040,1,0,8,1560,3010,71
833450,5,4,4460,269345,2,0,9,3330,2670,22
575000,7,1.5,2670,11250,1.5,0,8,2320,2030,70
190000,3,1.75,1520,9600,1,0,7,1520,1590,51
314950,3,1.75,1520,9600,1,0,7,1520,1590,51
601150,2,2,1660,5200,1,0,7,1120,1260,112
315000,2,1,860,8308,1,0,7,860,1200,70
545000,2,1.5,2340,13380,1,0,7,1280,1490,64
565000,4,2.25,2110,10698,2,0,8,2110,2220,39
175000,3,1,1010,7034,1,0,7,1010,1440,64
530000,3,2,2330,26571,2.5,0,8,2330,2030,31
4.49E+06,4,3,6430,27517,2,0,12,6430,3720,17
430000,3,1.75,1610,7900,1,0,8,1310,2210,58
225000,3,1.75,1460,8372,1,0,7,1460,1220,37
312000,5,4,2900,9779,2,0,7,1950,1360,81
380000,3,1,1260,7980,1,0,7,1260,1760,67
222200,2,1,1210,10000,1,0,7,1210,1620,65
1.44E+06,5,3.5,3420,8000,2,0,10,3420,1900,12
329950,4,2.5,2120,4558,2,0,7,2120,2370,16
995000,3,2.5,2460,10300,1,0,10,2460,2410,26
929950,3,3.5,3790,10829,2,0,11,3790,3620,25
692000,4,2.5,2350,9779,1,0,10,2350,2700,31
402000,2,1,620,2475,1,0,6,620,1290,107
510000,3,1.75,1920,43560,1,0,7,1340,2540,56
249000,3,1,1050,8498,1,0,7,1050,1050,59
244900,3,1.5,1360,9980,1,0,7,1360,1360,52
289900,3,1,1180,7068,1,0,6,1180,1180,74
552500,4,1,1560,7980,1,0,7,1170,1570,79
760000,4,2.5,3300,165528,2,0,8,3300,3030,34
440000,2,2.75,1100,1088,2,0,7,750,2090,12
286000,3,1.75,1770,9000,1,0,7,1090,1520,64
260000,3,1,1200,4592,1,0,6,800,940,68
355000,2,2.25,1330,10838,2,0,8,1330,1390,33
318000,3,1.75,1570,12506,1,0,8,1570,2120,59
255000,2,1,1610,19965,1,0,7,1610,2100,66
139000,3,1,1100,17334,1,0,7,1100,1530,40
485000,4,2.25,1810,7068,2,0,7,1810,1460,42
549950,3,1.75,2930,266587,2,0,8,2440,2700,23
588000,3,1.5,1780,4200,1.5,0,8,1780,1380,102
975000,3,2.5,3050,7410,1.5,0,8,1950,1890,68
402000,3,2,1540,1827,2,0,8,1540,1540,13
245000,3,1,1380,9875,1,0,7,1380,1200,59
445000,3,1.75,1890,32340,1.5,0,8,1890,1890,42
195000,3,1.75,1570,8459,1,0,7,1570,1650,27
385000,5,2,2540,11750,1,0,7,1480,2000,56
450000,3,1.5,1520,7903,1,0,7,1000,1520,63
1.09E+06,4,2.5,2780,6837,2,0,9,2780,1160,14
396675,2,1,1730,6375,2,0,6,1730,1180,73
242000,5,2.25,2340,7494,1,0,7,1170,1650,67
380000,3,1.75,1300,12378,1,0,6,1300,1300,75
496000,2,1,1420,4635,2,0,7,1420,1810,77
399950,3,2.5,1470,4488,2,0,7,1470,1400,38
895000,4,2.5,2850,8526,2,0,9,2850,2440,20
690000,3,2,2360,6149,2,0,8,1560,2000,92
270000,3,1.5,1610,8375,2,0,7,1610,1610,91
349900,3,2,2420,38781,1,0,7,1210,2650,69
454280,3,2.5,1470,1741,2,0,8,1170,1470,14
390000,3,2.5,1410,26375,1,0,6,1410,1410,26
275000,3,1.75,1840,14005,1,0,8,1840,2170,35
300000,4,2.5,2450,8932,2,0,8,2450,2410,28
700000,3,1.75,1500,6000,1,0,7,850,1700,78
520000,3,1.75,2080,6609,1,0,7,1280,1680,68
715000,3,2.5,2770,39529,2,0,9,2770,3010,31
404000,3,2.5,2370,4324,2,0,8,2370,2370,12
490500,3,2,3000,21883,2,0,7,1970,2280,20
1.49E+06,6,2.75,4430,6440,2,0,10,2680,3530,54
557800,4,1.75,1550,6000,1,0,7,1550,1550,74
571000,4,2.25,2290,9900,1,0,8,1550,2320,59
410000,4,2.5,2560,4020,2,0,9,2560,3010,12
225000,3,1.5,1240,5506,1,0,7,1240,1670,47
700000,4,2.5,2590,4498,2,0,9,2590,2660,14
